id,title,url,published_datetime,status,tweet,llm_provider,discovered_datetime,tweet_generated_datetime,tweet_posted_datetime
https://barcauniversal.com/?p=212002,Stat attack: Barcelona’s 14-goal attacking trio matches feat not seen since 1958,https://barcauniversal.com/stat-attack-barcelonas-14-goal-attacking-trio-matches-feat-not-seen-since-1958/,2026-09-07T19:35:00+05:30,READY,1/ Barça's start without a,gemini,2026-09-08T02:57:21+05:30,2026-09-08T02:57:48+05:30,
https://barcauniversal.com/?p=212013,Confirmed: Barcelona new signing called up by national team for Nations League fixtures,https://barcauniversal.com/confirmed-barcelona-new-signing-called-up-by-national-team-for-nations-league-fixtures/,2026-09-07T20:04:42+05:30,READY,Dominik Livakovic's Croatia call-up comes,gemini,2026-09-08T02:57:21+05:30,2026-09-08T02:57:51+05:30,
https://barcauniversal.com/?p=212017,Barcelona academy duo could be called up by Spain for UEFA Nations League fixtures,https://barcauniversal.com/barcelona-academy-duo-could-be-called-up-by-spain-for-uefa-nations-league-fixtures/,2026-09-07T20:29:40+05:30,READY,Fermín López and Marc Bernal could both be in,gemini,2026-09-08T02:57:21+05:30,2026-09-08T02:57:55+05:30,
https://barcauniversal.com/?p=212023,Gabriel Jesus ecstatic after Barcelona debut against Valencia: ‘I love football and I love Barça’,https://barcauniversal.com/gabriel-jesus-ecstatic-after-barcelona-debut-against-valencia-i-love-football-and-i-love-barca/,2026-09-07T21:12:25+05:30,READY,"At €10m, Gabriel Jesus is as sensible a",gemini,2026-09-08T02:57:21+05:30,2026-09-08T02:57:58+05:30,
https://barcauniversal.com/?p=212028,Barcelona set to come up against two familiar faces in UCL clash against Feyenoord,https://barcauniversal.com/barcelona-set-to-come-up-against-two-familiar-faces-in-ucl-clash-against-feyenoord/,2026-09-07T22:48:23+05:30,READY,Barça’s Champions League opener against Feyenoord,gemini,2026-09-08T02:57:21+05:30,2026-09-08T02:58:02+05:30,
https://barcauniversal.com/?p=212029,Barcelona summer signing enters joins club icons on elite list after fantastic start to season,https://barcauniversal.com/barcelona-summer-signing-enters-joins-club-icons-on-elite-list-after-fantastic-start-to-season/,2026-09-07T23:10:00+05:30,READY,Four assists in his first four La Liga games is,gemini,2026-09-08T02:57:21+05:30,2026-09-08T02:58:05+05:30,
https://barcauniversal.com/?p=212041,Levante captain itching to face Barcelona in La Liga: ‘We’re going in without fear’,https://barcauniversal.com/levante-captain-itching-to-face-barcelona-in-la-liga-were-going-in-without-fear/,2026-09-07T23:30:00+05:30,READY,Levante captain Roger Brugue promising his side,gemini,2026-09-08T02:57:21+05:30,2026-09-08T02:59:02+05:30,
https://barcauniversal.com/?p=212042,Barcelona lead Europe’s top five leagues in goals scored this season,https://barcauniversal.com/barcelona-lead-europes-top-five-leagues-in-goals-scored-this-season/,2026-09-07T23:50:00+05:30,READY,Barça lead all top-five European leagues with 1,gemini,2026-09-08T02:57:21+05:30,2026-09-08T02:59:06+05:30,
https://barcauniversal.com/?p=212053,Report – The advice Barcelona gave Hansi Flick about Real Madrid boss Mourinho,https://barcauniversal.com/report-the-advice-barcelona-gave-hansi-flick-about-real-madrid-boss-mourinho/,2026-09-08T00:10:00+05:30,READY,Barça reportedly gave Hansi Flick a,gemini,2026-09-08T02:57:21+05:30,2026-09-08T02:59:10+05:30,
https://barcauniversal.com/?p=212059,Report – Barcelona star refused shirt number change out of respect for departed captain,https://barcauniversal.com/report-barcelona-star-refused-shirt-number-change-out-of-respect-for-departed-captain/,2026-09-08T00:30:00+05:30,READY,Eric Garcia turning down the No. 4 shirt out of,gemini,2026-09-08T02:57:21+05:30,2026-09-08T02:59:15+05:30,
