id,title,url,published_datetime,status,tweet,llm_provider,discovered_datetime,tweet_generated_datetime,tweet_posted_datetime
https://barcauniversal.com/?p=212210,Pedri recalls his first interaction with Lionel Messi at Barcelona: ‘I ran out of words…’,https://barcauniversal.com/pedri-recalls-his-first-interaction-with-lionel-messi-at-barcelona-i-ran-out-of-words/,2026-09-09T23:20:07+05:30,READY,Pedri’s recall of his first days at,gemini,2026-09-10T00:56:36+05:30,2026-09-10T00:57:33+05:30,
https://barcauniversal.com/?p=212222,"Raphinha 9.5, Yamal 9.5 | Barcelona 5-1 Feyenoord: Player Ratings",https://barcauniversal.com/raphinha-9-5-yamal-9-5-barcelona-5-1-feyenoord-player-ratings/,2026-09-10T00:09:15+05:30,READY,Raphinha and Lamine Yamal,gemini,2026-09-10T00:56:36+05:30,2026-09-10T00:57:37+05:30,
https://barcauniversal.com/?p=212239,Raphinha staying focused after Barcelona thrash Feyenoord 5-1: ‘The idea is to carry on like this’,https://barcauniversal.com/raphinha-staying-focused-after-barcelona-thrash-feyenoord-5-1-the-idea-is-to-carry-on-like-this/,2026-09-10T00:39:15+05:30,READY,Raphinha’s shift to a central role is turning,gemini,2026-09-10T00:56:36+05:30,2026-09-10T00:57:55+05:30,
https://barcauniversal.com/?p=212249,"Flick talks Lamine, Raphinha, Olmo, Ballon d’Or after Barcelona 5-1 Feyenoord",https://barcauniversal.com/flick-talks-lamine-raphinha-olmo-ballon-dor-after-barcelona-5-1-feyenoord/,2026-09-10T11:30:00+05:30,READY,"Takeaways:**
    *   Flick publicly backed",gemini,2026-09-10T14:37:34+05:30,2026-09-11T02:18:25+05:30,
https://barcauniversal.com/?p=212255,Rodri explains why he joined Barcelona and his partnership with Pedri: ‘I don’t understand the debate’,https://barcauniversal.com/rodri-explains-why-he-joined-barcelona-and-his-partnership-with-pedri-i-dont-understand-the-debate/,2026-09-10T11:50:00+05:30,READY,Rodri dismissing the debate over his fit alongside Pedri makes,gemini,2026-09-10T14:37:34+05:30,2026-09-11T02:18:54+05:30,
https://barcauniversal.com/?p=212260,Feyenoord manager compares Lamine Yamal to Messi and Ronaldinho after Barcelona defeat: ‘He can win Ballon d’Or’,https://barcauniversal.com/feyenoord-manager-compares-lamine-yamal-to-messi-and-ronaldinho-after-barcelona-defeat-he-can-win-ballon-dor/,2026-09-10T12:10:00+05:30,READY,Van Bronckhorst placing Lamine Yamal alongside,gemini,2026-09-10T14:37:34+05:30,2026-09-11T02:19:20+05:30,
https://barcauniversal.com/?p=212264,Barcelona ace Rodri apologises to Valencia after controversial comments at Mestalla: ‘Hope they return to where they belong’,https://barcauniversal.com/barcelona-ace-rodri-apologises-to-valencia-after-controversial-comments-at-mestalla-hope-they-return-to-where-they-belong/,2026-09-10T12:30:00+05:30,READY,Rodri reaching out to Gayà,gemini,2026-09-10T14:37:34+05:30,2026-09-11T02:19:24+05:30,
https://barcauniversal.com/?p=212244,"Perfect start, star duo shine, Kounde’s disappointment | Three takeaways from Barcelona 5-1 Feyenoord",https://barcauniversal.com/perfect-start-star-duo-shine-koundes-disappointment-three-takeaways-from-barcelona-5-1-feyenoord/,2026-09-10T12:50:00+05:30,READY,Barcelona hitting five past Feyenoord was,gemini,2026-09-10T14:37:34+05:30,2026-09-11T02:19:28+05:30,
https://barcauniversal.com/?p=212265,Barcelona promise summer priority signing they will return for him in January – report,https://barcauniversal.com/barcelona-promise-summer-priority-signing-they-will-return-for-him-in-january-report/,2026-09-10T13:10:00+05:30,READY,Barça maintaining contact with Julian Alvarez after,gemini,2026-09-10T14:37:34+05:30,2026-09-11T02:19:32+05:30,
https://barcauniversal.com/?p=212280,Ronald Araujo backs Barcelona to win Champions League and makes Julian Alvarez admission: ‘I wanted him…’,https://barcauniversal.com/ronald-araujo-backs-barcelona-to-win-champions-league-and-makes-julian-alvarez-admission-i-wanted-him/,2026-09-10T13:30:00+05:30,READY,Araujo admitting he wanted Julian Alvarez at Barça when the,gemini,2026-09-10T14:37:34+05:30,2026-09-11T02:19:52+05:30,
